,Date,Time,Cobalt (GT),Tin Oxide (CO),Non-metallic Hydrocarbons (GT),Benzene (GT),Titania (NMHC),Nitrogen Oxide (GT),Tungsten Oxide (NOx),Nitric Oxide (GT),Tungsten Oxide (NO2),Indium Oxide (O3),Temperature (C),Relative Humidity (%),Absolute Humidity (%)
4348,07/09/2004,22.00.00,,1055.0,,10.0,979.0,,694.0,,1517.0,1086.0,25.4,35.2,112.88
4349,07/09/2004,23.00.00,,,,,,,,,,,,,
4350,08/09/2004,00.00.00,,,,,,,,,,,,,
4351,08/09/2004,01.00.00,,,,,,,,,,,,,
4352,08/09/2004,02.00.00,,,,,,,,,,,,,
4353,08/09/2004,03.00.00,,,,,,,,,,,,,
4354,08/09/2004,04.00.00,,,,,,,,,,,,,
4355,08/09/2004,05.00.00,,,,,,,,,,,,,
4356,08/09/2004,06.00.00,,,,,,,,,,,,,
4357,08/09/2004,07.00.00,,,,,,,,,,,,,
4358,08/09/2004,08.00.00,,,,,,,,,,,,,
4359,08/09/2004,09.00.00,,1297.0,,34.5,1654.0,,848.0,,1366.0,1611.0,22.7,33.0,89.87
4360,08/09/2004,10.00.00,,,,,,,,,,,,,
4361,08/09/2004,11.00.00,,,,,,,,,,,,,
4362,08/09/2004,12.00.00,,,,,,,,,,,,,
4363,08/09/2004,13.00.00,,,,,,,,,,,,,
4364,08/09/2004,14.00.00,,,,,,,,,,,,,
4365,08/09/2004,15.00.00,,,,,,,,,,,,,
4366,08/09/2004,16.00.00,,,,,,,,,,,,,
4367,08/09/2004,17.00.00,3.4,,,,,,,,,,,,
4368,08/09/2004,18.00.00,4.0,1325.0,,18.9,1266.0,477.0,926.0,188.0,1441.0,1543.0,32.4,19.8,94.84
4369,08/09/2004,19.00.00,4.7,1383.0,,24.1,1406.0,502.0,824.0,176.0,1582.0,1678.0,29.9,22.3,92.35
4370,08/09/2004,20.00.00,3.8,1254.0,,18.1,1241.0,420.0,873.0,163.0,1463.0,1431.0,28.2,24.8,93.60000000000001
4371,08/09/2004,21.00.00,2.8,1221.0,,15.8,1174.0,344.0,874.0,155.0,1481.0,1413.0,26.8,28.9,100.19
4372,08/09/2004,22.00.00,2.6,1226.0,,14.6,1138.0,307.0,862.0,146.0,1481.0,1419.0,25.1,32.3,101.30999999999999
4373,08/09/2004,23.00.00,2.0,1100.0,,10.6,999.0,251.0,984.0,131.0,1361.0,1145.0,25.4,30.5,97.22
4374,09/09/2004,00.00.00,1.4,999.0,,7.5,879.0,180.0,1114.0,119.0,1261.0,960.0,24.9,28.3,87.75
4375,09/09/2004,01.00.00,1.2,980.0,,7.4,873.0,141.0,1088.0,98.0,1258.0,949.0,23.2,30.5,85.58
4376,09/09/2004,02.00.00,0.6,859.0,,3.8,698.0,105.0,1254.0,89.0,1157.0,819.0,22.3,33.6,89.59
4377,09/09/2004,03.00.00,0.3,814.0,,2.3,606.0,,1370.0,,1131.0,745.0,23.0,33.0,91.84
4378,09/09/2004,04.00.00,0.2,806.0,,2.3,605.0,74.0,1366.0,68.0,1132.0,725.0,21.4,35.7,89.82
4379,09/09/2004,05.00.00,0.4,813.0,,2.7,631.0,91.0,1327.0,65.0,1108.0,710.0,21.7,33.4,85.45
4380,09/09/2004,06.00.00,0.6,889.0,,4.9,760.0,143.0,1224.0,81.0,1213.0,806.0,20.3,35.5,83.42
4381,09/09/2004,07.00.00,3.0,1200.0,,18.2,1246.0,553.0,798.0,136.0,1574.0,1416.0,19.7,37.5,85.00999999999999
4382,09/09/2004,08.00.00,3.2,1289.0,,21.4,1335.0,542.0,724.0,130.0,1681.0,1521.0,21.0,35.6,87.36
4383,09/09/2004,09.00.00,3.5,1355.0,,21.3,1333.0,590.0,741.0,157.0,1691.0,1605.0,25.0,28.9,90.25
4384,09/09/2004,10.00.00,3.1,1277.0,,19.9,1292.0,590.0,800.0,171.0,1626.0,1481.0,31.0,21.9,97.08
4385,09/09/2004,11.00.00,2.2,1156.0,,14.8,1142.0,387.0,907.0,143.0,1490.0,1188.0,34.9,18.5,101.88999999999999
4386,09/09/2004,12.00.00,1.7,1054.0,,12.6,1071.0,252.0,1006.0,116.0,1380.0,940.0,37.1,15.0,92.97
4387,09/09/2004,13.00.00,2.0,1096.0,,13.0,1083.0,310.0,971.0,129.0,1430.0,986.0,35.0,17.3,95.42
4388,09/09/2004,14.00.00,2.5,1160.0,,16.2,1185.0,396.0,873.0,168.0,1522.0,1162.0,35.1,17.5,97.33000000000001
4389,09/09/2004,15.00.00,2.4,1148.0,,15.0,1149.0,329.0,924.0,152.0,1473.0,1047.0,35.4,16.6,93.85
4390,09/09/2004,16.00.00,2.9,1166.0,,16.2,1186.0,393.0,878.0,175.0,1500.0,1180.0,38.4,13.8,92.21000000000001
4391,09/09/2004,17.00.00,4.2,1315.0,,22.7,1370.0,522.0,794.0,212.0,1689.0,1399.0,37.6,14.5,92.77
4392,09/09/2004,18.00.00,5.4,1425.0,,32.3,1605.0,631.0,660.0,220.0,1920.0,2321.0,35.2,16.6,92.42
4393,09/09/2004,19.00.00,4.3,1329.0,,22.3,1360.0,435.0,704.0,175.0,1768.0,1894.0,31.2,25.5,113.78999999999999
4394,09/09/2004,20.00.00,3.6,1299.0,,16.6,1197.0,407.0,763.0,165.0,1688.0,1606.0,29.3,30.7,122.9
4395,09/09/2004,21.00.00,2.0,1123.0,,11.0,1015.0,255.0,845.0,136.0,1470.0,1297.0,28.3,30.1,113.92
4396,09/09/2004,22.00.00,1.5,1089.0,,11.3,1024.0,180.0,831.0,111.0,1452.0,1182.0,27.4,31.5,113.3
4397,09/09/2004,23.00.00,1.5,1081.0,,9.3,950.0,186.0,876.0,114.0,1434.0,1138.0,26.2,35.7,119.29
4398,10/09/2004,00.00.00,1.2,1031.0,,7.3,871.0,147.0,950.0,96.0,1393.0,972.0,25.2,38.1,120.49000000000001
4399,10/09/2004,01.00.00,1.0,969.0,,5.5,787.0,101.0,1035.0,75.0,1350.0,799.0,24.4,39.1,117.83999999999999
4400,10/09/2004,02.00.00,0.5,881.0,,3.5,680.0,69.0,1175.0,58.0,1251.0,630.0,23.7,39.1,112.89
4401,10/09/2004,03.00.00,0.5,869.0,,2.8,638.0,,1219.0,,1213.0,586.0,24.2,38.5,114.91
4402,10/09/2004,04.00.00,0.4,866.0,,2.9,644.0,49.0,1162.0,41.0,1218.0,629.0,24.5,38.5,116.88000000000001
4403,10/09/2004,05.00.00,0.5,895.0,,3.6,689.0,91.0,1134.0,55.0,1250.0,709.0,22.4,43.5,116.24000000000001
4404,10/09/2004,06.00.00,0.7,933.0,,5.5,786.0,144.0,1018.0,73.0,1306.0,858.0,22.3,43.8,116.31
4405,10/09/2004,07.00.00,2.4,1209.0,,15.5,1163.0,430.0,762.0,108.0,1606.0,1300.0,21.4,45.8,115.14999999999999
4406,10/09/2004,08.00.00,4.1,1417.0,,28.3,1511.0,606.0,587.0,147.0,1975.0,1676.0,22.9,41.3,113.83000000000001
4407,10/09/2004,09.00.00,3.0,1227.0,,17.8,1233.0,519.0,739.0,150.0,1594.0,1384.0,26.6,30.3,103.78
4408,10/09/2004,10.00.00,2.0,1093.0,,12.8,1076.0,353.0,871.0,131.0,1457.0,1125.0,30.3,23.0,97.7
4409,10/09/2004,11.00.00,2.5,1135.0,,15.7,1170.0,429.0,867.0,144.0,1523.0,1189.0,32.8,18.9,92.34
4410,10/09/2004,12.00.00,2.4,1112.0,,15.4,1161.0,345.0,866.0,151.0,1499.0,1088.0,34.3,17.7,94.16
4411,10/09/2004,13.00.00,2.6,1147.0,,15.6,1168.0,417.0,858.0,165.0,1492.0,1118.0,33.3,18.9,95.36
4412,10/09/2004,14.00.00,1.9,1086.0,,12.6,1070.0,276.0,907.0,135.0,1423.0,924.0,33.0,20.1,99.59
4413,10/09/2004,15.00.00,2.1,1077.0,,12.2,1056.0,280.0,908.0,143.0,1406.0,935.0,33.6,19.6,100.28999999999999
4414,10/09/2004,16.00.00,2.5,1110.0,,13.4,1098.0,365.0,882.0,153.0,1450.0,1009.0,34.9,18.4,101.05999999999999
4415,10/09/2004,17.00.00,2.7,1146.0,,14.3,1125.0,363.0,846.0,149.0,1511.0,1016.0,33.4,20.3,102.69999999999999
4416,10/09/2004,18.00.00,3.3,1211.0,,16.5,1194.0,393.0,797.0,164.0,1599.0,1188.0,31.6,22.7,104.1
4417,10/09/2004,19.00.00,3.2,1218.0,,17.4,1221.0,385.0,755.0,180.0,1599.0,1290.0,29.2,26.9,107.09
4418,10/09/2004,20.00.00,2.6,1136.0,,12.9,1082.0,307.0,824.0,159.0,1478.0,1130.0,27.7,30.1,109.91
4419,10/09/2004,21.00.00,1.4,1017.0,,8.2,908.0,194.0,932.0,119.0,1354.0,880.0,27.1,31.0,109.91
4420,10/09/2004,22.00.00,1.6,1063.0,,9.2,946.0,205.0,886.0,127.0,1391.0,996.0,26.0,33.4,110.71
4421,10/09/2004,23.00.00,1.7,1083.0,,9.3,951.0,223.0,880.0,131.0,1393.0,1054.0,25.1,35.7,112.22000000000001
4422,11/09/2004,00.00.00,1.6,1077.0,,10.4,994.0,176.0,829.0,101.0,1429.0,1081.0,24.3,38.5,115.25000000000001
4423,11/09/2004,01.00.00,,968.0,,6.2,823.0,,952.0,,1343.0,828.0,23.4,40.7,115.51
4424,11/09/2004,02.00.00,,898.0,,4.2,720.0,,1059.0,,1259.0,661.0,23.2,41.2,115.60999999999999
4425,11/09/2004,03.00.00,,859.0,,3.1,656.0,,1126.0,,1213.0,582.0,23.6,40.5,116.67
4426,11/09/2004,04.00.00,,849.0,,2.3,607.0,,1189.0,,1190.0,544.0,23.5,40.9,116.77
4427,11/09/2004,05.00.00,,886.0,,3.1,658.0,,1101.0,,1234.0,647.0,20.5,48.4,115.57
4428,11/09/2004,06.00.00,,932.0,,4.0,708.0,,1057.0,,1285.0,720.0,20.7,48.4,116.63
4429,11/09/2004,07.00.00,,1144.0,,10.8,1006.0,,757.0,,1535.0,1207.0,19.9,50.8,116.94
4430,11/09/2004,08.00.00,,1222.0,,13.0,1083.0,,729.0,,1624.0,1273.0,21.3,47.2,118.25000000000001
4431,11/09/2004,09.00.00,,1202.0,,10.3,989.0,,775.0,,1506.0,1303.0,24.0,40.8,119.93
4432,11/09/2004,10.00.00,,1323.0,,16.3,1190.0,,698.0,,1702.0,1479.0,28.7,30.3,117.69000000000001
4433,11/09/2004,11.00.00,,1219.0,,12.7,1074.0,,805.0,,1532.0,1191.0,31.9,24.7,114.77
4434,11/09/2004,12.00.00,,1121.0,,9.7,965.0,,899.0,,1386.0,932.0,33.8,21.9,113.31
4435,11/09/2004,13.00.00,,1096.0,,9.1,942.0,,893.0,,1366.0,826.0,32.7,22.7,110.44
4436,11/09/2004,14.00.00,,1019.0,,7.0,858.0,,989.0,,1270.0,631.0,33.0,21.3,105.11999999999999
4437,11/09/2004,15.00.00,,1045.0,,7.0,857.0,,994.0,,1308.0,598.0,33.9,21.2,109.89
4438,11/09/2004,16.00.00,,1147.0,,9.5,959.0,,872.0,,1387.0,796.0,35.9,20.3,118.45000000000002
4439,11/09/2004,17.00.00,,1145.0,,9.8,971.0,,883.0,,1418.0,759.0,34.2,22.6,119.7
4440,11/09/2004,18.00.00,,1202.0,,11.7,1040.0,,815.0,,1506.0,886.0,32.0,27.3,127.51999999999998
4441,11/09/2004,19.00.00,,1283.0,,13.9,1112.0,,719.0,,1583.0,1071.0,29.3,32.6,131.05
4442,11/09/2004,20.00.00,,1148.0,,8.7,929.0,,815.0,,1443.0,826.0,27.2,38.0,134.7
4443,11/09/2004,21.00.00,,1229.0,,10.9,1012.0,,743.0,,1562.0,1103.0,26.1,41.1,137.05
4444,11/09/2004,22.00.00,,1287.0,,12.3,1060.0,,716.0,,1595.0,1221.0,25.3,44.6,141.60999999999999
4445,11/09/2004,23.00.00,,1285.0,,12.4,1062.0,,715.0,,1583.0,1449.0,24.6,47.2,144.23999999999998
4446,12/09/2004,00.00.00,,1251.0,,12.1,1055.0,,701.0,,1602.0,1364.0,24.1,48.8,144.12
4447,12/09/2004,01.00.00,,1120.0,,8.0,900.0,,811.0,,1462.0,1111.0,23.6,50.4,144.70000000000002
4448,12/09/2004,02.00.00,,1108.0,,8.4,917.0,,797.0,,1495.0,1129.0,22.0,55.8,145.85
4449,12/09/2004,03.00.00,,961.0,,4.9,759.0,,943.0,,1375.0,799.0,22.4,53.6,143.79
4450,12/09/2004,04.00.00,,950.0,,4.2,719.0,,982.0,,1372.0,771.0,21.6,55.8,142.28
4451,12/09/2004,05.00.00,,901.0,,2.3,608.0,,1105.0,,1299.0,646.0,21.8,55.2,141.84
4452,12/09/2004,06.00.00,,903.0,,2.5,619.0,,1111.0,,1315.0,705.0,21.7,55.4,141.92000000000002
4453,12/09/2004,07.00.00,,1024.0,,4.9,757.0,,923.0,,1423.0,908.0,20.6,59.8,143.5
4454,12/09/2004,08.00.00,,1093.0,,6.6,837.0,,830.0,,1480.0,1047.0,22.1,55.3,144.95
4455,12/09/2004,09.00.00,,1097.0,,6.5,833.0,,853.0,,1470.0,1015.0,24.8,48.2,148.82999999999998
4456,12/09/2004,10.00.00,,1126.0,,6.4,830.0,,853.0,,1528.0,938.0,27.9,43.4,160.17
4457,12/09/2004,11.00.00,,1139.0,,5.6,794.0,,908.0,,1456.0,849.0,30.1,38.5,162.12
4458,12/09/2004,12.00.00,,1178.0,,6.4,832.0,,858.0,,1542.0,844.0,28.2,48.6,182.53
4459,12/09/2004,13.00.00,,1243.0,,7.6,883.0,,745.0,,1660.0,1036.0,24.8,70.4,217.66
4460,12/09/2004,14.00.00,,1017.0,,3.5,680.0,,996.0,,1421.0,729.0,27.8,49.4,182.09
4461,12/09/2004,15.00.00,,1048.0,,3.3,672.0,,1050.0,,1438.0,556.0,25.4,59.9,191.68
4462,12/09/2004,16.00.00,,1254.0,,6.6,840.0,,787.0,,1602.0,846.0,26.1,66.8,223.1
4463,12/09/2004,17.00.00,,1287.0,,8.3,911.0,,796.0,,1664.0,942.0,28.0,53.2,198.10000000000002
4464,12/09/2004,18.00.00,,1215.0,,8.0,900.0,,823.0,,1604.0,902.0,27.4,51.4,184.04
4465,12/09/2004,19.00.00,,1363.0,,12.6,1071.0,,697.0,,1763.0,1178.0,25.7,55.8,181.49
4466,12/09/2004,20.00.00,,1436.0,,17.5,1224.0,,609.0,,1886.0,1426.0,24.6,60.3,183.63
4467,12/09/2004,21.00.00,,1365.0,,14.8,1143.0,,655.0,,1796.0,1394.0,24.2,61.6,183.81
4468,12/09/2004,22.00.00,,1506.0,,23.3,1385.0,,555.0,,2260.0,1935.0,23.8,63.5,184.95
4469,12/09/2004,23.00.00,,1227.0,,12.2,1055.0,,705.0,,1772.0,1360.0,23.0,64.8,180.20000000000002
4470,13/09/2004,00.00.00,,1038.0,,7.2,866.0,,833.0,,1570.0,1061.0,23.0,63.3,175.89
4471,13/09/2004,01.00.00,,934.0,,4.6,744.0,,970.0,,1473.0,870.0,22.8,63.3,173.55
4472,13/09/2004,02.00.00,,900.0,,3.8,699.0,,1036.0,,1452.0,799.0,21.0,68.6,168.73
4473,13/09/2004,03.00.00,,870.0,,3.7,692.0,,1070.0,,1443.0,779.0,20.4,70.7,167.34
4474,13/09/2004,04.00.00,,875.0,,4.0,713.0,,1027.0,,1436.0,809.0,19.4,73.4,164.17
4475,13/09/2004,05.00.00,,940.0,,5.5,789.0,,917.0,,1473.0,914.0,19.5,72.0,161.17999999999998
4476,13/09/2004,06.00.00,,1053.0,,8.3,913.0,,824.0,,1578.0,1033.0,19.7,70.3,159.25
4477,13/09/2004,07.00.00,,1509.0,,28.2,1508.0,,533.0,,2257.0,1572.0,20.4,66.7,157.7
4478,13/09/2004,08.00.00,,1559.0,,32.1,1599.0,,498.0,,2374.0,1704.0,21.8,61.8,159.66
4479,13/09/2004,09.00.00,,1313.0,,17.7,1231.0,,626.0,,1889.0,1455.0,23.0,60.2,166.52
4480,13/09/2004,10.00.00,3.1,1372.0,,18.4,1251.0,475.0,609.0,138.0,1890.0,1588.0,25.4,53.0,169.63
4481,13/09/2004,11.00.00,2.9,1320.0,,16.3,1190.0,395.0,655.0,138.0,1825.0,1482.0,30.0,41.6,173.23999999999998
4482,13/09/2004,12.00.00,3.0,1346.0,,18.2,1246.0,353.0,639.0,138.0,1907.0,1458.0,32.6,34.8,168.72
4483,13/09/2004,13.00.00,3.0,1307.0,,17.9,1236.0,397.0,649.0,137.0,1869.0,1356.0,32.2,34.2,161.45000000000002
4484,13/09/2004,14.00.00,2.2,1157.0,,12.6,1069.0,274.0,737.0,120.0,1653.0,1100.0,32.1,33.5,156.9
4485,13/09/2004,15.00.00,2.0,1154.0,,11.3,1026.0,505.0,773.0,208.0,1623.0,1212.0,32.6,31.8,153.61
4486,13/09/2004,16.00.00,2.3,1172.0,,14.9,1145.0,275.0,735.0,128.0,1676.0,1049.0,35.2,25.2,141.11
4487,13/09/2004,17.00.00,3.1,1241.0,,18.5,1254.0,360.0,693.0,145.0,1735.0,1149.0,34.3,24.7,131.54
4488,13/09/2004,18.00.00,,1379.0,,25.2,1433.0,,605.0,,1982.0,1370.0,31.5,29.9,136.38
4489,13/09/2004,19.00.00,6.2,1570.0,,35.9,1684.0,597.0,494.0,168.0,2289.0,1716.0,29.0,36.6,144.52
4490,13/09/2004,20.00.00,4.7,1418.0,,26.7,1471.0,728.0,542.0,177.0,2064.0,1600.0,27.1,42.2,149.48999999999998
4491,13/09/2004,21.00.00,3.0,1317.0,,19.9,1295.0,891.0,593.0,172.0,1883.0,1592.0,26.1,46.4,154.45
4492,13/09/2004,22.00.00,2.1,1204.0,,14.6,1136.0,346.0,648.0,112.0,1782.0,1491.0,25.1,49.4,154.8
4493,13/09/2004,23.00.00,1.0,1014.0,,6.9,853.0,98.0,843.0,39.0,1499.0,1084.0,26.0,46.4,153.75
4494,14/09/2004,00.00.00,0.8,956.0,,5.6,794.0,144.0,896.0,68.0,1456.0,1007.0,24.7,49.2,151.16
4495,14/09/2004,01.00.00,0.7,891.0,,3.9,708.0,110.0,1005.0,51.0,1382.0,823.0,24.8,49.0,150.92000000000002
4496,14/09/2004,02.00.00,,856.0,,3.2,665.0,,1061.0,,1375.0,788.0,23.5,52.6,150.35
4497,14/09/2004,03.00.00,,863.0,,3.9,703.0,,1032.0,,1403.0,791.0,20.8,62.1,150.44
4498,14/09/2004,04.00.00,,911.0,,4.6,745.0,,922.0,,1428.0,924.0,19.9,65.5,150.78
4499,14/09/2004,05.00.00,,936.0,,5.0,765.0,,916.0,,1462.0,941.0,20.6,62.9,150.88
4500,14/09/2004,06.00.00,,1087.0,,9.6,964.0,,774.0,,1633.0,1103.0,21.3,59.4,149.18
4501,14/09/2004,07.00.00,,1540.0,,27.8,1498.0,,519.0,,2301.0,1657.0,22.0,58.3,151.99
4502,14/09/2004,08.00.00,,1513.0,,32.1,1601.0,,469.0,,2382.0,1743.0,23.2,55.4,155.59
4503,14/09/2004,09.00.00,,1409.0,,20.9,1322.0,,562.0,,2004.0,1601.0,26.5,50.2,171.3
4504,14/09/2004,10.00.00,,1219.0,,11.8,1042.0,,699.0,,1750.0,1253.0,29.0,45.5,179.76000000000002
4505,14/09/2004,11.00.00,,1286.0,,15.8,1172.0,,644.0,,1870.0,1295.0,30.1,42.0,176.02
4506,14/09/2004,12.00.00,,1228.0,,15.8,1174.0,,668.0,,1788.0,1192.0,32.3,35.9,170.67000000000002
4507,14/09/2004,13.00.00,,1140.0,,14.0,1117.0,,711.0,,1690.0,1046.0,33.2,33.8,169.0
4508,14/09/2004,14.00.00,,1052.0,,8.2,906.0,,832.0,,1516.0,803.0,34.0,33.6,175.91000000000003
4509,14/09/2004,15.00.00,,1282.0,,13.7,1107.0,,682.0,,1791.0,1116.0,29.9,45.6,189.42000000000002
4510,14/09/2004,16.00.00,,1378.0,,19.5,1282.0,,576.0,,2010.0,1347.0,27.7,53.7,196.70000000000002
4511,14/09/2004,17.00.00,,1506.0,,26.7,1471.0,,518.0,,2200.0,1530.0,28.0,52.7,196.04
4512,14/09/2004,18.00.00,,1310.0,,18.7,1259.0,,620.0,,1926.0,1240.0,28.6,48.2,186.16
4513,14/09/2004,19.00.00,,1204.0,,13.9,1114.0,,686.0,,1807.0,1092.0,24.8,61.6,190.67000000000002
4514,14/09/2004,20.00.00,,1071.0,,6.7,842.0,,873.0,,1575.0,740.0,20.3,77.2,182.04
4515,14/09/2004,21.00.00,,967.0,,4.2,719.0,,980.0,,1490.0,670.0,19.7,82.5,186.74
4516,14/09/2004,22.00.00,,947.0,,3.6,689.0,,1009.0,,1454.0,640.0,20.6,78.8,188.85
4517,14/09/2004,23.00.00,,1011.0,,4.4,734.0,,967.0,,1497.0,918.0,19.2,87.2,191.95
4518,15/09/2004,00.00.00,,971.0,,4.2,722.0,,949.0,,1472.0,804.0,20.5,81.5,193.6
4519,15/09/2004,01.00.00,,886.0,,2.6,627.0,,1082.0,,1405.0,694.0,21.4,74.0,186.83
4520,15/09/2004,02.00.00,,908.0,,3.1,657.0,,1013.0,,1460.0,796.0,20.5,78.2,186.78
4521,15/09/2004,03.00.00,,901.0,,3.0,652.0,,1013.0,,1468.0,804.0,20.7,77.8,187.64000000000001
4522,15/09/2004,04.00.00,,915.0,,3.4,674.0,,970.0,,1481.0,829.0,20.5,78.0,186.35999999999999
4523,15/09/2004,05.00.00,,940.0,,4.0,712.0,,961.0,,1499.0,848.0,20.6,76.2,182.72
4524,15/09/2004,06.00.00,,1048.0,,7.8,891.0,,791.0,,1654.0,992.0,20.1,77.4,180.20000000000002
4525,15/09/2004,07.00.00,,1298.0,,16.1,1181.0,,644.0,,1962.0,1256.0,20.9,73.3,178.7
4526,15/09/2004,08.00.00,,1487.0,,27.6,1493.0,,492.0,,2345.0,1598.0,21.2,72.3,180.07
4527,15/09/2004,09.00.00,,1327.0,,17.8,1233.0,,582.0,,1968.0,1403.0,22.5,68.9,185.10999999999999
4528,15/09/2004,10.00.00,,1363.0,,18.5,1255.0,,573.0,,1989.0,1497.0,23.7,64.5,186.82000000000002
4529,15/09/2004,11.00.00,,1393.0,,21.6,1340.0,,529.0,,2080.0,1500.0,23.2,68.4,192.42999999999998
4530,15/09/2004,12.00.00,,1361.0,,21.0,1324.0,,540.0,,2044.0,1549.0,23.5,69.2,197.76
4531,15/09/2004,13.00.00,,1289.0,,17.2,1217.0,,599.0,,1975.0,1374.0,24.1,65.5,193.71
4532,15/09/2004,14.00.00,,1265.0,,16.1,1184.0,,619.0,,1930.0,1270.0,24.2,65.6,195.01
4533,15/09/2004,15.00.00,,1339.0,,18.6,1257.0,,579.0,,2031.0,1360.0,24.6,63.9,194.59
4534,15/09/2004,16.00.00,,1269.0,,17.2,1215.0,,608.0,,1939.0,1296.0,26.3,56.5,190.18
4535,15/09/2004,17.00.00,3.3,1299.0,,17.3,1220.0,341.0,624.0,112.0,1929.0,1319.0,26.9,53.1,185.57
4536,15/09/2004,18.00.00,6.1,1546.0,,28.6,1519.0,622.0,493.0,170.0,2265.0,1649.0,26.5,50.8,173.34
4537,15/09/2004,19.00.00,6.7,1571.0,,31.8,1593.0,615.0,469.0,173.0,2409.0,1686.0,25.1,55.8,175.11
4538,15/09/2004,20.00.00,4.4,1312.0,,20.1,1299.0,443.0,580.0,135.0,2016.0,1380.0,23.9,58.9,172.76
4539,15/09/2004,21.00.00,1.9,1074.0,,9.2,946.0,219.0,767.0,93.0,1635.0,1079.0,23.1,62.8,175.62
4540,15/09/2004,22.00.00,1.8,1127.0,,10.3,989.0,203.0,752.0,74.0,1724.0,1096.0,22.1,67.3,176.70999999999998
4541,15/09/2004,23.00.00,1.5,1040.0,,8.6,923.0,165.0,769.0,69.0,1640.0,1049.0,22.1,66.5,174.41
4542,16/09/2004,00.00.00,1.6,1060.0,,8.6,925.0,339.0,772.0,109.0,1649.0,1161.0,21.1,70.1,173.66
4543,16/09/2004,01.00.00,0.8,911.0,,4.8,753.0,103.0,934.0,55.0,1496.0,865.0,21.9,67.1,173.94
4544,16/09/2004,02.00.00,0.5,853.0,,2.6,623.0,74.0,1107.0,49.0,1421.0,768.0,21.7,67.4,172.62
4545,16/09/2004,03.00.00,0.7,915.0,,4.3,725.0,,962.0,,1485.0,845.0,20.2,73.8,172.29000000000002
4546,16/09/2004,04.00.00,0.6,897.0,,4.5,738.0,72.0,936.0,42.0,1471.0,843.0,19.1,76.0,166.68
4547,16/09/2004,05.00.00,0.9,976.0,,6.6,840.0,180.0,844.0,50.0,1562.0,964.0,19.4,75.4,168.01999999999998
4548,16/09/2004,06.00.00,1.4,1066.0,,10.1,982.0,239.0,740.0,53.0,1699.0,1065.0,19.7,74.4,168.29000000000002
4549,16/09/2004,07.00.00,4.2,1435.0,,23.4,1387.0,664.0,544.0,86.0,2140.0,1467.0,19.9,74.3,170.82999999999998
4550,16/09/2004,08.00.00,4.1,1420.0,,25.0,1430.0,525.0,512.0,81.0,2194.0,1510.0,20.4,72.8,171.98
4551,16/09/2004,09.00.00,3.6,1365.0,,21.6,1341.0,543.0,549.0,96.0,2033.0,1518.0,21.6,67.7,172.54
4552,16/09/2004,10.00.00,2.5,1171.0,,13.0,1083.0,390.0,695.0,96.0,1758.0,1276.0,22.9,59.1,163.3
4553,16/09/2004,11.00.00,1.3,982.0,,6.8,850.0,217.0,888.0,79.0,1505.0,873.0,18.7,73.1,156.07999999999998
4554,16/09/2004,12.00.00,1.7,1021.0,,10.0,979.0,248.0,798.0,95.0,1580.0,958.0,21.1,58.3,144.44
4555,16/09/2004,13.00.00,2.1,1044.0,,11.7,1039.0,333.0,771.0,127.0,1609.0,1076.0,23.3,47.1,132.81
4556,16/09/2004,14.00.00,1.7,1005.0,,9.8,972.0,279.0,834.0,102.0,1514.0,952.0,22.9,47.9,132.07999999999998
4557,16/09/2004,15.00.00,1.9,1021.0,,10.2,985.0,339.0,816.0,107.0,1524.0,977.0,23.3,46.2,130.1
4558,16/09/2004,16.00.00,2.3,1064.0,,12.0,1048.0,315.0,772.0,110.0,1574.0,1059.0,23.7,45.4,131.5
4559,16/09/2004,17.00.00,3.3,1167.0,,17.7,1231.0,365.0,659.0,124.0,1745.0,1199.0,23.8,46.1,133.73
4560,16/09/2004,18.00.00,3.5,1167.0,,18.8,1263.0,338.0,640.0,113.0,1790.0,1212.0,23.0,49.3,136.89
4561,16/09/2004,19.00.00,3.6,1164.0,,17.6,1227.0,318.0,658.0,104.0,1800.0,1193.0,21.9,53.1,137.87
4562,16/09/2004,20.00.00,2.9,1092.0,,13.8,1110.0,302.0,725.0,117.0,1641.0,1105.0,21.3,54.8,137.42000000000002
4563,16/09/2004,21.00.00,2.0,997.0,,9.4,955.0,214.0,845.0,94.0,1528.0,926.0,21.2,55.2,136.98999999999998
4564,16/09/2004,22.00.00,1.9,966.0,,9.6,964.0,,858.0,,1560.0,1231.0,21.4,54.8,138.13
4565,16/09/2004,23.00.00,1.5,969.0,,8.5,922.0,,906.0,,1488.0,995.0,20.8,57.2,139.25
4566,17/09/2004,00.00.00,1.1,944.0,,10.7,1005.0,363.0,874.0,109.0,1633.0,1094.0,21.3,55.8,139.74
4567,17/09/2004,01.00.00,0.8,834.0,,6.1,817.0,178.0,1022.0,72.0,1408.0,774.0,21.4,52.1,131.25
4568,17/09/2004,02.00.00,0.5,796.0,,3.2,667.0,55.0,1162.0,40.0,1295.0,558.0,20.6,56.6,135.83
4569,17/09/2004,03.00.00,0.4,777.0,,2.0,585.0,,1305.0,,1266.0,510.0,20.0,59.1,136.94
4570,17/09/2004,04.00.00,0.3,752.0,,1.2,521.0,32.0,1451.0,23.0,1247.0,471.0,19.7,61.9,140.17
4571,17/09/2004,05.00.00,0.3,755.0,,1.3,528.0,35.0,1472.0,24.0,1234.0,471.0,19.6,59.1,133.46
